siteID,class,date,quadrant,transect_unit,species_code,species_name,percent_cover,height_cm,notes
Site-201,Open-Dry,2022-06-19,E,3,Kinore,Kindbergia oregana,80,,
Site-201,Open-Dry,2022-06-19,E,3,Tsuhet,Tsuga heterophylla,80,,
Site-201,Open-Dry,2022-06-19,E,3,Vacpar,Vaccinium parvifolium,5,,
Site-201,Open-Dry,2022-06-19,E,4,Berner,Berberis nervosa,10,,
Site-201,Open-Dry,2022-06-19,E,4,Gausha,Gaultheria shallon,45,60,
Site-201,Open-Dry,2022-06-19,E,4,Kinore,Kindbergia oregana,20,,
Site-201,Open-Dry,2022-06-19,E,4,Linbor,Linnaea borealis,3,,
Site-201,Open-Dry,2022-06-19,E,4,Pteaqu,Pteridium aquilinum,10,,
Site-201,Open-Dry,2022-06-19,E,5,Berner,Berberis nervosa,5,,
Site-201,Open-Dry,2022-06-19,E,5,Galapa,Galium aparine,0.5,,
Site-201,Open-Dry,2022-06-19,E,5,Gausha,Gaultheria shallon,30,90,
Site-201,Open-Dry,2022-06-19,E,5,Kinore,Kindbergia oregana,15,,
Site-201,Open-Dry,2022-06-19,E,5,Pteaqu,Pteridium aquilinum,2,,
Site-201,Open-Dry,2022-06-19,E,5,Rhytri,Rhytidiadelphus triquetrus,5,,
Site-201,Open-Dry,2022-06-19,N,1,Berner,Berberis nervosa,0.5,,
Site-201,Open-Dry,2022-06-19,N,1,Gausha,Gaultheria shallon,35,100,"significant amount of recovering Tsuga heterophilia, recovering Pinus monticola, minimal amounts of recovering Douglas-fir, Viola emerging"
Site-201,Open-Dry,2022-06-19,N,1,Kinore,Kindbergia oregana,5,,
Site-201,Open-Dry,2022-06-19,N,1,Pteaqu,Pteridium aquilinum,15,,
Site-201,Open-Dry,2022-06-19,N,2,Gausha,Gaultheria shallon,30,110,
Site-201,Open-Dry,2022-06-19,N,2,Kinore,Kindbergia oregana,2,,
Site-201,Open-Dry,2022-06-19,N,2,Tsuhet,Tsuga heterophylla,2,,
Site-201,Open-Dry,2022-06-19,N,3,Berner,Berberis nervosa,2,,
Site-201,Open-Dry,2022-06-19,N,3,Gausha,Gaultheria shallon,25,175,
Site-201,Open-Dry,2022-06-19,N,3,Kinore,Kindbergia oregana,2,,
Site-201,Open-Dry,2022-06-19,N,3,Pinmon,Pinus monticola,1,,
Site-201,Open-Dry,2022-06-19,N,3,Tsuhet,Tsuga heterophylla,70,,
Site-201,Open-Dry,2022-06-19,N,4,Gausha,Gaultheria shallon,25,120,
Site-201,Open-Dry,2022-06-19,N,4,Kinore,Kindbergia oregana,2,,
Site-201,Open-Dry,2022-06-19,N,4,Pinmon,Pinus monticola,5,,
Site-201,Open-Dry,2022-06-19,N,4,Pteaqu,Pteridium aquilinum,0.5,,
Site-201,Open-Dry,2022-06-19,N,4,Tsuhet,Tsuga heterophylla,90,,
Site-201,Open-Dry,2022-06-19,N,5,Berner,Berberis nervosa,2,,
Site-201,Open-Dry,2022-06-19,N,5,Gausha,Gaultheria shallon,15,,
Site-201,Open-Dry,2022-06-19,N,5,Isosto,Isothecium stoloniferum,5,,
Site-201,Open-Dry,2022-06-19,N,5,Kinore,Kindbergia oregana,5,,
Site-201,Open-Dry,2022-06-19,N,5,Pteaqu,Pteridium aquilinum,15,,
Site-201,Open-Dry,2022-06-19,S,1,Berner,Berberis nervosa,2,,
Site-201,Open-Dry,2022-06-19,S,1,Galapa,Galium aparine,0.5,,
Site-201,Open-Dry,2022-06-19,S,1,Gausha,Gaultheria shallon,15,25,
Site-201,Open-Dry,2022-06-19,S,1,Hylspl,Hylocomium splendens,30,,
Site-201,Open-Dry,2022-06-19,S,1,Kinore,Kindbergia oregana,20,,
Site-201,Open-Dry,2022-06-19,S,1,Rhytri,Rhytidiadelphus triquetrus,10,,
Site-201,Open-Dry,2022-06-19,S,1,Tsuhet,Tsuga heterophylla,75,,
Site-201,Open-Dry,2022-06-19,S,2,Berner,Berberis nervosa,2,,
Site-201,Open-Dry,2022-06-19,S,2,Galapa,Galium aparine,1,,
Site-201,Open-Dry,2022-06-19,S,2,Gausha,Gaultheria shallon,5,,
Site-201,Open-Dry,2022-06-19,S,2,Isosto,Isothecium stoloniferum,3,,
Site-201,Open-Dry,2022-06-19,S,2,Kinore,Kindbergia oregana,80,,
Site-201,Open-Dry,2022-06-19,S,2,Rhytri,Rhytidiadelphus triquetrus,1,,
Site-201,Open-Dry,2022-06-19,S,2,Scabol,Scapania bolanderi,0.5,,
Site-201,Open-Dry,2022-06-19,S,2,Viosem,Viola sempervirens,0.5,,
Site-201,Open-Dry,2022-06-19,S,3,Fessub,Festuca subuliflora,1,,
Site-201,Open-Dry,2022-06-19,S,3,Kinore,Kindbergia oregana,90,,
Site-201,Open-Dry,2022-06-19,S,3,Psemen,Pseudotsuga menziesii,0.5,,
Site-201,Open-Dry,2022-06-19,S,3,Pteaqu,Pteridium aquilinum,2,,
Site-201,Open-Dry,2022-06-19,S,3,Rhytri,Rhytidiadelphus triquetrus,5,,
Site-201,Open-Dry,2022-06-19,S,4,Berner,Berberis nervosa,1,,
Site-201,Open-Dry,2022-06-19,S,4,Kinore,Kindbergia oregana,40,,
Site-201,Open-Dry,2022-06-19,S,4,Rhytri,Rhytidiadelphus triquetrus,10,,
Site-201,Open-Dry,2022-06-19,S,5,Brovul,Bromus vulgaris,0.5,,
Site-201,Open-Dry,2022-06-19,S,5,Cormac,Corallorhiza maculata,0.5,,
Site-201,Open-Dry,2022-06-19,S,5,Kinore,Kindbergia oregana,90,,
Site-201,Open-Dry,2022-06-19,W,1,Berner,Berberis nervosa,1,,
Site-201,Open-Dry,2022-06-19,W,1,Gausha,Gaultheria shallon,15,65,
Site-201,Open-Dry,2022-06-19,W,1,Kinore,Kindbergia oregana,25,,
Site-201,Open-Dry,2022-06-19,W,1,Rhytri,Rhytidiadelphus triquetrus,2,,
Site-201,Open-Dry,2022-06-19,W,1,Tsuhet,Tsuga heterophylla,30,,
Site-201,Open-Dry,2022-06-19,W,1,Vacpar,Vaccinium parvifolium,0.5,,
Site-201,Open-Dry,2022-06-19,W,2,Berner,Berberis nervosa,0.5,,
Site-201,Open-Dry,2022-06-19,W,2,Gausha,Gaultheria shallon,5,50,
Site-201,Open-Dry,2022-06-19,W,2,Kinore,Kindbergia oregana,95,,
Site-201,Open-Dry,2022-06-19,W,2,Tsuhet,Tsuga heterophylla,90,,
Site-201,Open-Dry,2022-06-19,W,3,Brovul,Bromus vulgaris,0.5,,
Site-201,Open-Dry,2022-06-19,W,3,Gausha,Gaultheria shallon,20,,
Site-201,Open-Dry,2022-06-19,W,3,Kinore,Kindbergia oregana,8,,
Site-201,Open-Dry,2022-06-19,W,3,Thupli,Thuja plicata,1,,
Site-201,Open-Dry,2022-06-19,W,3,Tsuhet,Tsuga heterophylla,80,,
Site-201,Open-Dry,2022-06-19,W,4,Brovul,Bromus vulgaris,1,,
Site-201,Open-Dry,2022-06-19,W,4,Gausha,Gaultheria shallon,10,35,
Site-201,Open-Dry,2022-06-19,W,4,Isosto,Isothecium stoloniferum,1,,
Site-201,Open-Dry,2022-06-19,W,4,Kinore,Kindbergia oregana,60,,
Site-201,Open-Dry,2022-06-19,W,5,Brovul,Bromus vulgaris,0.5,,
Site-201,Open-Dry,2022-06-19,W,5,Gausha,Gaultheria shallon,2,55,
Site-201,Open-Dry,2022-06-19,W,5,Hypcir,Hypnum circinale,0.5,,
Site-201,Open-Dry,2022-06-19,W,5,Kinore,Kindbergia oregana,80,,
Site-201,Open-Dry,2022-06-19,W,5,Lyslat,Lysimachia latifolia,3,,
Site-201,Open-Dry,2022-06-19,W,5,Pteaqu,Pteridium aquilinum,0.5,,
Site-201,Open-Dry,2022-06-19,W,5,Scabol,Scapania bolanderi,0.5,,
Site-201,Open-Dry,2022-06-19,W,5,Tsuhet,Tsuga heterophylla,80,,
Site-202,Open-Dry,2022-06-20,E,1,Berner,Berberis nervosa,3,,
Site-202,Open-Dry,2022-06-20,E,1,Galtri,Galium triflorum,0.5,,
Site-202,Open-Dry,2022-06-20,E,1,Gausha,Gaultheria shallon,30,65,
Site-202,Open-Dry,2022-06-20,E,1,Hypcir,Hypnum circinale,5,,
Site-202,Open-Dry,2022-06-20,E,1,Kinore,Kindbergia oregana,2,,
Site-202,Open-Dry,2022-06-20,E,1,Lyslat,Lysimachia latifolia,0.5,,
Site-202,Open-Dry,2022-06-20,E,1,Polmun,Polystichum munitum,5,,
Site-202,Open-Dry,2022-06-20,E,2,Berner,Berberis nervosa,3,,
Site-202,Open-Dry,2022-06-20,E,2,Gausha,Gaultheria shallon,30,90,
Site-202,Open-Dry,2022-06-20,E,2,Hylspl,Hylocomium splendens,20,,
Site-202,Open-Dry,2022-06-20,E,2,Hypcir,Hypnum circinale,2,,
Site-202,Open-Dry,2022-06-20,E,2,Kinore,Kindbergia oregana,8,,
Site-202,Open-Dry,2022-06-20,E,2,Polmun,Polystichum munitum,15,,
Site-202,Open-Dry,2022-06-20,E,2,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,E,3,Berner,Berberis nervosa,1,,
Site-202,Open-Dry,2022-06-20,E,3,Gausha,Gaultheria shallon,15,65,
Site-202,Open-Dry,2022-06-20,E,3,Hylspl,Hylocomium splendens,25,,
Site-202,Open-Dry,2022-06-20,E,3,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,E,3,Kinore,Kindbergia oregana,10,,
Site-202,Open-Dry,2022-06-20,E,3,Polmun,Polystichum munitum,2,,
Site-202,Open-Dry,2022-06-20,E,3,Ruburs,Rubus ursinus,0.5,,
Site-202,Open-Dry,2022-06-20,E,4,Gausha,Gaultheria shallon,65,45,
Site-202,Open-Dry,2022-06-20,E,4,Hylspl,Hylocomium splendens,15,,
Site-202,Open-Dry,2022-06-20,E,4,Kinore,Kindbergia oregana,5,,
Site-202,Open-Dry,2022-06-20,E,5,Berner,Berberis nervosa,5,,
Site-202,Open-Dry,2022-06-20,E,5,Gausha,Gaultheria shallon,95,45,
Site-202,Open-Dry,2022-06-20,E,5,Hylspl,Hylocomium splendens,40,,
Site-202,Open-Dry,2022-06-20,E,5,Hypcir,Hypnum circinale,5,,
Site-202,Open-Dry,2022-06-20,E,5,Kinore,Kindbergia oregana,0.5,,
Site-202,Open-Dry,2022-06-20,E,5,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,N,1,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,N,1,Gausha,Gaultheria shallon,50,100,
Site-202,Open-Dry,2022-06-20,N,1,Kinore,Kindbergia oregana,40,,
Site-202,Open-Dry,2022-06-20,N,1,Polmun,Polystichum munitum,0.5,,
Site-202,Open-Dry,2022-06-20,N,1,Tsuhet,Tsuga heterophylla,40,,
Site-202,Open-Dry,2022-06-20,N,2,Berner,Berberis nervosa,1,,
Site-202,Open-Dry,2022-06-20,N,2,Gausha,Gaultheria shallon,60,80,
Site-202,Open-Dry,2022-06-20,N,2,Kinore,Kindbergia oregana,20,,
Site-202,Open-Dry,2022-06-20,N,2,Ruburs,Rubus ursinus,1,,
Site-202,Open-Dry,2022-06-20,N,2,Tsuhet,Tsuga heterophylla,25,,
Site-202,Open-Dry,2022-06-20,N,3,Berner,Berberis nervosa,1,,
Site-202,Open-Dry,2022-06-20,N,3,Dichow,Dicranum howellii,0.5,,
Site-202,Open-Dry,2022-06-20,N,3,Gausha,Gaultheria shallon,70,110,
Site-202,Open-Dry,2022-06-20,N,3,Kinore,Kindbergia oregana,15,,
Site-202,Open-Dry,2022-06-20,N,3,Ruburs,Rubus ursinus,1,,
Site-202,Open-Dry,2022-06-20,N,3,Scabol,Scapania bolanderi,15,,
Site-202,Open-Dry,2022-06-20,N,4,Berner,Berberis nervosa,0.5,,
Site-202,Open-Dry,2022-06-20,N,4,Gausha,Gaultheria shallon,60,75,
Site-202,Open-Dry,2022-06-20,N,4,Hylspl,Hylocomium splendens,15,,
Site-202,Open-Dry,2022-06-20,N,4,Kinore,Kindbergia oregana,5,,
Site-202,Open-Dry,2022-06-20,N,4,Ruburs,Rubus ursinus,0.5,,
Site-202,Open-Dry,2022-06-20,N,4,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,N,5,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,N,5,Gausha,Gaultheria shallon,35,55,
Site-202,Open-Dry,2022-06-20,N,5,Hylspl,Hylocomium splendens,20,,
Site-202,Open-Dry,2022-06-20,N,5,Kinore,Kindbergia oregana,2,,
Site-202,Open-Dry,2022-06-20,N,5,Polmun,Polystichum munitum,0.5,,
Site-202,Open-Dry,2022-06-20,N,5,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,S,1,Berner,Berberis nervosa,3,,
Site-202,Open-Dry,2022-06-20,S,1,Gausha,Gaultheria shallon,35,65,
Site-202,Open-Dry,2022-06-20,S,1,Hylspl,Hylocomium splendens,2,,
Site-202,Open-Dry,2022-06-20,S,1,Hypcir,Hypnum circinale,1,,
Site-202,Open-Dry,2022-06-20,S,1,Kinore,Kindbergia oregana,8,,
Site-202,Open-Dry,2022-06-20,S,1,Lyslat,Lysimachia latifolia,3,,
Site-202,Open-Dry,2022-06-20,S,1,Polmun,Polystichum munitum,0.5,,
Site-202,Open-Dry,2022-06-20,S,2,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,S,2,Brovul,Bromus vulgaris,1,,
Site-202,Open-Dry,2022-06-20,S,2,Gausha,Gaultheria shallon,30,,
Site-202,Open-Dry,2022-06-20,S,2,Hylspl,Hylocomium splendens,10,,
Site-202,Open-Dry,2022-06-20,S,2,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,S,2,Kinore,Kindbergia oregana,25,,
Site-202,Open-Dry,2022-06-20,S,2,Polmun,Polystichum munitum,2,,
Site-202,Open-Dry,2022-06-20,S,2,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,S,3,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,S,3,Brovul,Bromus vulgaris,1,,
Site-202,Open-Dry,2022-06-20,S,3,Dichow,Dicranum howellii,0.5,,
Site-202,Open-Dry,2022-06-20,S,3,Gausha,Gaultheria shallon,10,50,
Site-202,Open-Dry,2022-06-20,S,3,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,S,3,Kinore,Kindbergia oregana,40,,
Site-202,Open-Dry,2022-06-20,S,3,Lyslat,Lysimachia latifolia,2,,
Site-202,Open-Dry,2022-06-20,S,3,Polmun,Polystichum munitum,20,,
Site-202,Open-Dry,2022-06-20,S,4,Berner,Berberis nervosa,3,,
Site-202,Open-Dry,2022-06-20,S,4,Dichow,Dicranum howellii,0.5,,
Site-202,Open-Dry,2022-06-20,S,4,Fessub,Festuca subuliflora,1,,
Site-202,Open-Dry,2022-06-20,S,4,Gausha,Gaultheria shallon,2,35,
Site-202,Open-Dry,2022-06-20,S,4,Hypcir,Hypnum circinale,6,,
Site-202,Open-Dry,2022-06-20,S,4,Kinore,Kindbergia oregana,60,,
Site-202,Open-Dry,2022-06-20,S,4,Lyslat,Lysimachia latifolia,0.5,,
Site-202,Open-Dry,2022-06-20,S,4,Polmun,Polystichum munitum,2,,
Site-202,Open-Dry,2022-06-20,S,4,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,S,5,Berner,Berberis nervosa,8,,
Site-202,Open-Dry,2022-06-20,S,5,Fessub,Festuca subuliflora,0.5,,
Site-202,Open-Dry,2022-06-20,S,5,Gausha,Gaultheria shallon,8,,
Site-202,Open-Dry,2022-06-20,S,5,Kinore,Kindbergia oregana,70,,
Site-202,Open-Dry,2022-06-20,S,5,Lyslat,Lysimachia latifolia,0.5,,
Site-202,Open-Dry,2022-06-20,W,1,Berner,Berberis nervosa,0.5,,
Site-202,Open-Dry,2022-06-20,W,1,Gausha,Gaultheria shallon,65,90,
Site-202,Open-Dry,2022-06-20,W,1,Kinore,Kindbergia oregana,10,,
Site-202,Open-Dry,2022-06-20,W,1,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,W,2,Berner,Berberis nervosa,0.5,,
Site-202,Open-Dry,2022-06-20,W,2,Gausha,Gaultheria shallon,70,100,
Site-202,Open-Dry,2022-06-20,W,2,Holdis,Holodiscus discolor,0.5,,
Site-202,Open-Dry,2022-06-20,W,2,Hypcir,Hypnum circinale,1,,
Site-202,Open-Dry,2022-06-20,W,2,Kinore,Kindbergia oregana,4,,
Site-202,Open-Dry,2022-06-20,W,3,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,W,3,Gausha,Gaultheria shallon,80,120,
Site-202,Open-Dry,2022-06-20,W,3,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,W,3,Kinore,Kindbergia oregana,5,,
Site-202,Open-Dry,2022-06-20,W,3,Polmun,Polystichum munitum,1,,
Site-202,Open-Dry,2022-06-20,W,4,Berner,Berberis nervosa,2,,
Site-202,Open-Dry,2022-06-20,W,4,Gausha,Gaultheria shallon,35,80,
Site-202,Open-Dry,2022-06-20,W,4,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,W,4,Kinore,Kindbergia oregana,8,,
Site-202,Open-Dry,2022-06-20,W,4,Polmun,Polystichum munitum,3,,
Site-202,Open-Dry,2022-06-20,W,4,Scabol,Scapania bolanderi,0.5,,
Site-202,Open-Dry,2022-06-20,W,5,Gausha,Gaultheria shallon,45,70,
Site-202,Open-Dry,2022-06-20,W,5,Hypcir,Hypnum circinale,0.5,,
Site-202,Open-Dry,2022-06-20,W,5,Kinore,Kindbergia oregana,5,,
Site-202,Open-Dry,2022-06-20,W,5,Polmun,Polystichum munitum,2,,
Site-202,Open-Dry,2022-06-20,W,5,Rosgym,Rosa gynmocarpa,1,,
Site-203,Open-Dry,2022-06-21,E,1,Gausha,Gaultheria shallon,45,80,
Site-203,Open-Dry,2022-06-21,E,1,Kinore,Kindbergia oregana,25,,
Site-203,Open-Dry,2022-06-21,E,2,Gausha,Gaultheria shallon,75,60,
Site-203,Open-Dry,2022-06-21,E,2,Kinore,Kindbergia oregana,10,,
Site-203,Open-Dry,2022-06-21,E,2,Rosgym,Rosa gynmocarpa,2,,
Site-203,Open-Dry,2022-06-21,E,3,Berner,Berberis nervosa,1,,
Site-203,Open-Dry,2022-06-21,E,3,Gausha,Gaultheria shallon,75,75,
Site-203,Open-Dry,2022-06-21,E,3,Kinore,Kindbergia oregana,50,,
Site-203,Open-Dry,2022-06-21,E,3,Lyslat,Lysimachia latifolia,0.5,,
Site-203,Open-Dry,2022-06-21,E,4,Berner,Berberis nervosa,5,,
Site-203,Open-Dry,2022-06-21,E,4,Brovul,Bromus vulgaris,0.5,,
Site-203,Open-Dry,2022-06-21,E,4,Gausha,Gaultheria shallon,60,45,
Site-203,Open-Dry,2022-06-21,E,4,Kinore,Kindbergia oregana,65,,
Site-203,Open-Dry,2022-06-21,E,5,Berner,Berberis nervosa,2,,
Site-203,Open-Dry,2022-06-21,E,5,Dichow,Dicranum howellii,0.5,,
Site-203,Open-Dry,2022-06-21,E,5,Gausha,Gaultheria shallon,50,70,
Site-203,Open-Dry,2022-06-21,E,5,Kinore,Kindbergia oregana,55,,
Site-203,Open-Dry,2022-06-21,N,1,Berner,Berberis nervosa,2,,
Site-203,Open-Dry,2022-06-21,N,1,Gausha,Gaultheria shallon,35,10,
Site-203,Open-Dry,2022-06-21,N,1,Kinore,Kindbergia oregana,90,,
Site-203,Open-Dry,2022-06-21,N,1,Rhylor,Rhytidiadelphus loreus,0.5,,
Site-203,Open-Dry,2022-06-21,N,2,Berner,Berberis nervosa,5,,
Site-203,Open-Dry,2022-06-21,N,2,Brovul,Bromus vulgaris,0.5,,
Site-203,Open-Dry,2022-06-21,N,2,Kinore,Kindbergia oregana,80,,
Site-203,Open-Dry,2022-06-21,N,2,Lyslat,Lysimachia latifolia,0.5,,
Site-203,Open-Dry,2022-06-21,N,3,Berner,Berberis nervosa,5,,
Site-203,Open-Dry,2022-06-21,N,3,Brovul,Bromus vulgaris,1,,
Site-203,Open-Dry,2022-06-21,N,3,Dicfus,Dicranum fuscescens,0.5,,
Site-203,Open-Dry,2022-06-21,N,3,Fessub,Festuca subuliflora,0.5,,
Site-203,Open-Dry,2022-06-21,N,3,Kinore,Kindbergia oregana,85,,
Site-203,Open-Dry,2022-06-21,N,4,Berner,Berberis nervosa,0.5,,
Site-203,Open-Dry,2022-06-21,N,4,Fessub,Festuca subuliflora,2,,
Site-203,Open-Dry,2022-06-21,N,4,Gausha,Gaultheria shallon,17,25,
Site-203,Open-Dry,2022-06-21,N,4,Isosto,Isothecium stoloniferum,1,,
Site-203,Open-Dry,2022-06-21,N,4,Kinore,Kindbergia oregana,95,,
Site-203,Open-Dry,2022-06-21,N,4,Neocor,Neottia cordata,0.5,,
Site-203,Open-Dry,2022-06-21,N,5,Berner,Berberis nervosa,4,,
Site-203,Open-Dry,2022-06-21,N,5,Gausha,Gaultheria shallon,7,25,
Site-203,Open-Dry,2022-06-21,N,5,Hypcir,Hypnum circinale,0.5,,
Site-203,Open-Dry,2022-06-21,N,5,Isosto,Isothecium stoloniferum,2,,
Site-203,Open-Dry,2022-06-21,N,5,Kinore,Kindbergia oregana,75,,
Site-203,Open-Dry,2022-06-21,N,5,Ptical,Ptilidium californicum,0.5,,
Site-203,Open-Dry,2022-06-21,N,5,Scabol,Scapania bolanderi,1,,
Site-203,Open-Dry,2022-06-21,S,1,Fessub,Festuca subuliflora,0.5,,
Site-203,Open-Dry,2022-06-21,S,1,Hylspl,Hylocomium splendens,75,,
Site-203,Open-Dry,2022-06-21,S,1,Kinore,Kindbergia oregana,25,,
Site-203,Open-Dry,2022-06-21,S,2,Fessub,Festuca subuliflora,0.5,,
Site-203,Open-Dry,2022-06-21,S,2,Kinore,Kindbergia oregana,75,,
Site-203,Open-Dry,2022-06-21,S,2,Rhylor,Rhytidiadelphus loreus,0.5,,
Site-203,Open-Dry,2022-06-21,S,3,Berner,Berberis nervosa,1,,
Site-203,Open-Dry,2022-06-21,S,3,Fesocc,Festuca occidentalis,0.5,,
Site-203,Open-Dry,2022-06-21,S,3,Kinore,Kindbergia oregana,95,,
Site-203,Open-Dry,2022-06-21,S,4,Berner,Berberis nervosa,0.5,,
Site-203,Open-Dry,2022-06-21,S,4,Kinore,Kindbergia oregana,95,,
Site-203,Open-Dry,2022-06-21,S,5,Berner,Berberis nervosa,1,,
Site-203,Open-Dry,2022-06-21,S,5,Gausha,Gaultheria shallon,5,25,
Site-203,Open-Dry,2022-06-21,S,5,Kinore,Kindbergia oregana,65,,
Site-203,Open-Dry,2022-06-21,W,1,Berner,Berberis nervosa,5,,
Site-203,Open-Dry,2022-06-21,W,1,Holdis,Holodiscus discolor,2,,
Site-203,Open-Dry,2022-06-21,W,1,Kinore,Kindbergia oregana,10,,
Site-203,Open-Dry,2022-06-21,W,2,Holdis,Holodiscus discolor,2,,
Site-203,Open-Dry,2022-06-21,W,2,Kinore,Kindbergia oregana,75,,
Site-203,Open-Dry,2022-06-21,W,2,Latnev,Lathyrus nevadensis,0.5,,
Site-203,Open-Dry,2022-06-21,W,2,Rhylor,Rhytidiadelphus loreus,10,,
Site-203,Open-Dry,2022-06-21,W,2,Rhytri,Rhytidiadelphus triquetrus,10,,
Site-203,Open-Dry,2022-06-21,W,3,Berner,Berberis nervosa,0.5,,
Site-203,Open-Dry,2022-06-21,W,3,Holdis,Holodiscus discolor,35,,
Site-203,Open-Dry,2022-06-21,W,3,Kinore,Kindbergia oregana,85,,
Site-203,Open-Dry,2022-06-21,W,3,Rhylor,Rhytidiadelphus loreus,5,,
Site-203,Open-Dry,2022-06-21,W,3,Rhytri,Rhytidiadelphus triquetrus,5,,
Site-203,Open-Dry,2022-06-21,W,4,Berner,Berberis nervosa,1,,
Site-203,Open-Dry,2022-06-21,W,4,Holdis,Holodiscus discolor,2,,
Site-203,Open-Dry,2022-06-21,W,4,Isosto,Isothecium stoloniferum,1,,
Site-203,Open-Dry,2022-06-21,W,4,Kinore,Kindbergia oregana,80,,
Site-203,Open-Dry,2022-06-21,W,5,Gausha,Gaultheria shallon,40,40,
Site-203,Open-Dry,2022-06-21,W,5,Holdis,Holodiscus discolor,2,,
Site-203,Open-Dry,2022-06-21,W,5,Isosto,Isothecium stoloniferum,5,,
Site-203,Open-Dry,2022-06-21,W,5,Kinore,Kindbergia oregana,50,,
Site-204,Open-Dry,2022-06-22,E,1,Berner,Berberis nervosa,8,,
Site-204,Open-Dry,2022-06-22,E,1,Gausha,Gaultheria shallon,70,140,
Site-204,Open-Dry,2022-06-22,E,2,Berner,Berberis nervosa,3,,
Site-204,Open-Dry,2022-06-22,E,2,Gausha,Gaultheria shallon,60,85,
Site-204,Open-Dry,2022-06-22,E,2,Kinore,Kindbergia oregana,0.5,,
Site-204,Open-Dry,2022-06-22,E,3,Gausha,Gaultheria shallon,85,80,
Site-204,Open-Dry,2022-06-22,E,3,Hypcir,Hypnum circinale,0.5,,
Site-204,Open-Dry,2022-06-22,E,4,Gausha,Gaultheria shallon,50,65,
Site-204,Open-Dry,2022-06-22,E,4,Kinore,Kindbergia oregana,1,,
Site-204,Open-Dry,2022-06-22,E,4,Ruburs,Rubus ursinus,0.5,,
Site-204,Open-Dry,2022-06-22,E,5,Gausha,Gaultheria shallon,60,70,
Site-204,Open-Dry,2022-06-22,E,5,Holdis,Holodiscus discolor,0.5,,
Site-204,Open-Dry,2022-06-22,E,5,Ileaqu,Ilex aquifolium,1,,
Site-204,Open-Dry,2022-06-22,E,5,Kinore,Kindbergia oregana,1,,
Site-204,Open-Dry,2022-06-22,N,1,Gausha,Gaultheria shallon,50,90,
Site-204,Open-Dry,2022-06-22,N,1,Kinore,Kindbergia oregana,7,,
Site-204,Open-Dry,2022-06-22,N,1,Polmun,Polystichum munitum,2,,
Site-204,Open-Dry,2022-06-22,N,2,Gausha,Gaultheria shallon,60,85,
Site-204,Open-Dry,2022-06-22,N,2,Hypcir,Hypnum circinale,0.5,,
Site-204,Open-Dry,2022-06-22,N,2,Kinore,Kindbergia oregana,20,,
Site-204,Open-Dry,2022-06-22,N,2,Polmun,Polystichum munitum,3,,
Site-204,Open-Dry,2022-06-22,N,3,Gausha,Gaultheria shallon,40,60,
Site-204,Open-Dry,2022-06-22,N,3,Kinore,Kindbergia oregana,1,,
Site-204,Open-Dry,2022-06-22,N,3,Polmun,Polystichum munitum,3,,
Site-204,Open-Dry,2022-06-22,N,4,Gausha,Gaultheria shallon,70,80,
Site-204,Open-Dry,2022-06-22,N,4,Kinore,Kindbergia oregana,2,,
Site-204,Open-Dry,2022-06-22,N,5,Gausha,Gaultheria shallon,60,90,
Site-204,Open-Dry,2022-06-22,N,5,Kinore,Kindbergia oregana,1,,
Site-204,Open-Dry,2022-06-22,S,1,Gausha,Gaultheria shallon,75,55,
Site-204,Open-Dry,2022-06-22,S,1,Ileaqu,Ilex aquifolium,10,,
Site-204,Open-Dry,2022-06-22,S,1,Pteaqu,Pteridium aquilinum,0.5,,
Site-204,Open-Dry,2022-06-22,S,2,Gausha,Gaultheria shallon,55,65,
Site-204,Open-Dry,2022-06-22,S,2,Ileaqu,Ilex aquifolium,1,,
Site-204,Open-Dry,2022-06-22,S,2,Pteaqu,Pteridium aquilinum,0.5,,
Site-204,Open-Dry,2022-06-22,S,3,Gausha,Gaultheria shallon,45,120,
Site-204,Open-Dry,2022-06-22,S,3,Kinore,Kindbergia oregana,0.5,,
Site-204,Open-Dry,2022-06-22,S,4,Gausha,Gaultheria shallon,65,70,
