"","siteID","longitude","latitude","condition","class","date","quadrant","transect_unit","species_code","species_name","percent_cover","height_cm","notes"
"2103","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","E",5,"Kinore","Kindbergia oregana",55,NA,""
"2104","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",1,"Berner","Berberis nervosa",2,NA,""
"2105","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",1,"Gausha","Gaultheria shallon",35,10,""
"2106","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",1,"Kinore","Kindbergia oregana",90,NA,""
"2107","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",1,"Rhylor","Rhytidiadelphus loreus",0.5,NA,""
"2108","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",2,"Berner","Berberis nervosa",5,NA,""
"2109","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",2,"Brovul","Bromus vulgaris",0.5,NA,""
"2110","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",2,"Kinore","Kindbergia oregana",80,NA,""
"2111","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",2,"Lyslat","Lysimachia latifolia",0.5,NA,""
"2112","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",3,"Berner","Berberis nervosa",5,NA,""
"2113","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",3,"Brovul","Bromus vulgaris",1,NA,""
"2114","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",3,"Dicfus","Dicranum fuscescens",0.5,NA,""
"2115","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",3,"Fessub","Festuca subuliflora",0.5,NA,""
"2116","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",3,"Kinore","Kindbergia oregana",85,NA,""
"2117","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Berner","Berberis nervosa",0.5,NA,""
"2118","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Fessub","Festuca subuliflora",2,NA,""
"2119","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Gausha","Gaultheria shallon",17,25,""
"2120","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Isosto","Isothecium stoloniferum",1,NA,""
"2121","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Kinore","Kindbergia oregana",95,NA,""
"2122","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",4,"Neocor","Neottia cordata",0.5,NA,""
"2123","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Berner","Berberis nervosa",4,NA,""
"2124","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Gausha","Gaultheria shallon",7,25,""
"2125","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Hypcir","Hypnum circinale",0.5,NA,""
"2126","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Isosto","Isothecium stoloniferum",2,NA,""
"2127","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Kinore","Kindbergia oregana",75,NA,""
"2128","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Ptical","Ptilidium californicum",0.5,NA,""
"2129","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","N",5,"Scabol","Scapania bolanderi",1,NA,""
"2130","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",1,"Fessub","Festuca subuliflora",0.5,NA,""
"2131","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",1,"Hylspl","Hylocomium splendens",75,NA,""
"2132","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",1,"Kinore","Kindbergia oregana",25,NA,""
"2133","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",2,"Fessub","Festuca subuliflora",0.5,NA,""
"2134","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",2,"Kinore","Kindbergia oregana",75,NA,""
"2135","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",2,"Rhylor","Rhytidiadelphus loreus",0.5,NA,""
"2136","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",3,"Berner","Berberis nervosa",1,NA,""
"2137","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",3,"Fesocc","Festuca occidentalis",0.5,NA,""
"2138","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",3,"Kinore","Kindbergia oregana",95,NA,""
"2139","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",4,"Berner","Berberis nervosa",0.5,NA,""
"2140","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",4,"Kinore","Kindbergia oregana",95,NA,""
"2141","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",5,"Berner","Berberis nervosa",1,NA,""
"2142","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",5,"Gausha","Gaultheria shallon",5,25,""
"2143","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","S",5,"Kinore","Kindbergia oregana",65,NA,""
"2144","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",1,"Berner","Berberis nervosa",5,NA,""
"2145","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",1,"Holdis","Holodiscus discolor",2,NA,""
"2146","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",1,"Kinore","Kindbergia oregana",10,NA,""
"2147","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",2,"Holdis","Holodiscus discolor",2,NA,""
"2148","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",2,"Kinore","Kindbergia oregana",75,NA,""
"2149","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",2,"Latnev","Lathyrus nevadensis",0.5,NA,""
"2150","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",2,"Rhylor","Rhytidiadelphus loreus",10,NA,""
"2151","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",2,"Rhytri","Rhytidiadelphus triquetrus",10,NA,""
"2152","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",3,"Berner","Berberis nervosa",0.5,NA,""
"2153","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",3,"Holdis","Holodiscus discolor",35,NA,""
"2154","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",3,"Kinore","Kindbergia oregana",85,NA,""
"2155","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",3,"Rhylor","Rhytidiadelphus loreus",5,NA,""
"2156","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",3,"Rhytri","Rhytidiadelphus triquetrus",5,NA,""
"2157","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",4,"Berner","Berberis nervosa",1,NA,""
"2158","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",4,"Holdis","Holodiscus discolor",2,NA,""
"2159","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",4,"Isosto","Isothecium stoloniferum",1,NA,""
"2160","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",4,"Kinore","Kindbergia oregana",80,NA,""
"2161","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",5,"Gausha","Gaultheria shallon",40,40,""
"2162","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",5,"Holdis","Holodiscus discolor",2,NA,""
"2163","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",5,"Isosto","Isothecium stoloniferum",5,NA,""
"2164","Site-203",-123.5251771,48.81238708,"Open-Dry","Open-Dry","2022-06-21","W",5,"Kinore","Kindbergia oregana",50,NA,""
"2165","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",1,"Berner","Berberis nervosa",8,NA,""
"2166","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",1,"Gausha","Gaultheria shallon",70,140,""
"2167","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",2,"Berner","Berberis nervosa",3,NA,""
"2168","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",2,"Gausha","Gaultheria shallon",60,85,""
"2169","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",2,"Kinore","Kindbergia oregana",0.5,NA,""
"2170","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",3,"Gausha","Gaultheria shallon",85,80,""
"2171","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",3,"Hypcir","Hypnum circinale",0.5,NA,""
"2172","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",4,"Gausha","Gaultheria shallon",50,65,""
"2173","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",4,"Kinore","Kindbergia oregana",1,NA,""
"2174","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",4,"Ruburs","Rubus ursinus",0.5,NA,""
"2175","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",5,"Gausha","Gaultheria shallon",60,70,""
"2176","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",5,"Holdis","Holodiscus discolor",0.5,NA,""
"2177","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",5,"Ileaqu","Ilex aquifolium",1,NA,""
"2178","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","E",5,"Kinore","Kindbergia oregana",1,NA,""
"2179","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",1,"Gausha","Gaultheria shallon",50,90,""
"2180","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",1,"Kinore","Kindbergia oregana",7,NA,""
"2181","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",1,"Polmun","Polystichum munitum",2,NA,""
"2182","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",2,"Gausha","Gaultheria shallon",60,85,""
"2183","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",2,"Hypcir","Hypnum circinale",0.5,NA,""
"2184","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",2,"Kinore","Kindbergia oregana",20,NA,""
"2185","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",2,"Polmun","Polystichum munitum",3,NA,""
"2186","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",3,"Gausha","Gaultheria shallon",40,60,""
"2187","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",3,"Kinore","Kindbergia oregana",1,NA,""
"2188","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",3,"Polmun","Polystichum munitum",3,NA,""
"2189","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",4,"Gausha","Gaultheria shallon",70,80,""
"2190","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",4,"Kinore","Kindbergia oregana",2,NA,""
"2191","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",5,"Gausha","Gaultheria shallon",60,90,""
"2192","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","N",5,"Kinore","Kindbergia oregana",1,NA,""
"2193","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",1,"Gausha","Gaultheria shallon",75,55,""
"2194","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",1,"Ileaqu","Ilex aquifolium",10,NA,""
"2195","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",1,"Pteaqu","Pteridium aquilinum",0.5,NA,""
"2196","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",2,"Gausha","Gaultheria shallon",55,65,""
"2197","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",2,"Ileaqu","Ilex aquifolium",1,NA,""
"2198","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",2,"Pteaqu","Pteridium aquilinum",0.5,NA,""
"2199","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",3,"Gausha","Gaultheria shallon",45,120,""
"2200","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",3,"Kinore","Kindbergia oregana",0.5,NA,""
"2201","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",4,"Gausha","Gaultheria shallon",65,70,""
"2202","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",4,"Kinore","Kindbergia oregana",0.5,NA,""
"2203","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",5,"Gausha","Gaultheria shallon",50,80,""
"2204","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","S",5,"Kinore","Kindbergia oregana",10,NA,""
"2205","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",1,"Gausha","Gaultheria shallon",35,65,""
"2206","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",1,"Kinore","Kindbergia oregana",2,NA,""
"2207","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",1,"Scabol","Scapania bolanderi",0.5,NA,""
"2208","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",2,"Gausha","Gaultheria shallon",15,75,""
"2209","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",2,"Kinore","Kindbergia oregana",5,NA,""
"2210","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",3,"Gausha","Gaultheria shallon",45,75,""
"2211","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",3,"Kinore","Kindbergia oregana",1,NA,""
"2212","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",4,"Berner","Berberis nervosa",0.5,NA,""
"2213","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",4,"Gausha","Gaultheria shallon",82,145,""
"2214","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",4,"Kinore","Kindbergia oregana",7,NA,""
"2215","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",4,"Polmun","Polystichum munitum",1,NA,""
"2216","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",5,"Gausha","Gaultheria shallon",60,90,""
"2217","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",5,"Kinore","Kindbergia oregana",25,NA,""
"2218","Site-204",-123.543727,48.82674187,"Open-Dry","Open-Dry","2022-06-22","W",5,"Polmun","Polystichum munitum",1,NA,""
"2219","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Antcur","Antitrichia curtipendula",2,NA,""
"2220","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Brovul","Bromus vulgaris",7,NA,""
"2221","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Carlep","Carex leptopoda",15,NA,""
"2222","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Clasib","Claytonia sibirica",2,NA,""
"2223","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Galapa","Galium aparine",15,NA,""
"2224","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Isosto","Isothecium stoloniferum",2,NA,""
"2225","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Kinore","Kindbergia oregana",2,NA,""
"2226","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Mycmur","Mycelis muralis",0.5,NA,""
"2227","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Nempar","Nemophila parviflora",8,NA,""
"2228","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Osmber","Osmorhiza berteroi",0.5,NA,""
"2229","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Plains","Plagiomnium insigne",10,NA,""
"2230","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Ruburs","Rubus ursinus",2,NA,""
"2231","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",1,"Urtdio","Urtica dioica",15,NA,""
"2232","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Carlep","Carex leptopoda",3,NA,""
"2233","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Clasib","Claytonia sibirica",3,NA,""
"2234","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Galapa","Galium aparine",1,NA,""
"2235","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Kinore","Kindbergia oregana",5,NA,""
"2236","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Melsub","Melica subulata",8,NA,""
"2237","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Mycmur","Mycelis muralis",0.5,NA,""
"2238","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Osmber","Osmorhiza berteroi",0.5,NA,""
"2239","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Plains","Plagiomnium insigne",15,NA,""
"2240","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Rhylor","Rhytidiadelphus loreus",5,NA,""
"2241","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Stecri","Stellaria crispa",0.5,NA,""
"2242","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",2,"Urtdio","Urtica dioica",0.5,NA,""
"2243","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Carlep","Carex leptopoda",15,NA,""
"2244","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Clasib","Claytonia sibirica",2,NA,""
"2245","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Galapa","Galium aparine",1,NA,""
"2246","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Kinore","Kindbergia oregana",0.5,NA,""
"2247","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Melsub","Melica subulata",0.5,NA,""
"2248","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Nempar","Nemophila parviflora",3,NA,""
"2249","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Osmber","Osmorhiza berteroi",0.5,NA,""
"2250","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Plains","Plagiomnium insigne",5,NA,""
"2251","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Polmun","Polystichum munitum",1,NA,""
"2252","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",3,"Urtdio","Urtica dioica",2,NA,""
"2253","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Antcur","Antitrichia curtipendula",2,NA,""
"2254","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Brovul","Bromus vulgaris",10,NA,""
"2255","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Carlep","Carex leptopoda",13,NA,""
"2256","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Clasib","Claytonia sibirica",1,NA,""
"2257","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Kinore","Kindbergia oregana",2,NA,""
"2258","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Nempar","Nemophila parviflora",1,NA,""
"2259","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Osmber","Osmorhiza berteroi",1,NA,""
"2260","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Plains","Plagiomnium insigne",10,NA,""
"2261","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",4,"Urtdio","Urtica dioica",0.5,NA,""
"2262","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Antcur","Antitrichia curtipendula",3,NA,""
"2263","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Brovul","Bromus vulgaris",2,NA,""
"2264","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Galapa","Galium aparine",0.5,NA,""
"2265","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Isosto","Isothecium stoloniferum",8,NA,""
"2266","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Kinore","Kindbergia oregana",0.5,NA,""
"2267","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Nempar","Nemophila parviflora",2,NA,""
"2268","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Osmber","Osmorhiza berteroi",0.5,NA,""
"2269","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Stemed","Stellaria media",0.5,NA,""
"2270","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Urtdio","Urtica dioica",1,NA,""
"2271","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","E",5,"Veroff","Veronica officinalis",0.5,NA,""
"2272","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Clacri","Claopodium crispifolium",0.5,NA,""
"2273","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Clasib","Claytonia sibirica",5,NA,""
"2274","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Galapa","Galium aparine",0.5,NA,""
"2275","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Kinore","Kindbergia oregana",1,NA,""
"2276","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Leuaca","Leucolepis acanthoneuron",0.5,NA,""
"2277","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Mycmur","Mycelis muralis",0.5,NA,""
"2278","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Nempar","Nemophila parviflora",5,NA,""
"2279","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Plains","Plagiomnium insigne",5,NA,""
"2280","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Polmun","Polystichum munitum",3,NA,""
"2281","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Rhylor","Rhytidiadelphus loreus",1,NA,""
"2282","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Rumace","Rumex acetosella",0.5,NA,""
"2283","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Stecri","Stellaria crispa",3,NA,""
"2284","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",1,"Urtdio","Urtica dioica",7,NA,""
"2285","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Carlep","Carex leptopoda",7,NA,""
"2286","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Clasib","Claytonia sibirica",3,NA,""
"2287","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Fessub","Festuca subuliflora",0.5,NA,""
"2288","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Galapa","Galium aparine",2,NA,""
"2289","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Kinore","Kindbergia oregana",5,NA,""
"2290","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Nempar","Nemophila parviflora",15,NA,""
"2291","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Osmber","Osmorhiza berteroi",0.5,NA,""
"2292","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Plains","Plagiomnium insigne",3,NA,""
"2293","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Stecri","Stellaria crispa",0.5,NA,""
"2294","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",2,"Urtdio","Urtica dioica",7,NA,""
"2295","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",3,"Antcur","Antitrichia curtipendula",2,NA,""
"2296","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",3,"Brovul","Bromus vulgaris",0.5,NA,""
"2297","Site-206",-123.5216239,48.81756064,"Open-Dry","Open-Dry","2022-06-20","N",3,"Caroli","Cardamine oligosperma",0.5,NA,""
